NUTSM,rep_1,rep_2,rep_3,rep_4,rep_5,rep_6,rep_7,rep_8,rep_9,rep_10,rep_11,rep_12,rep_13,rep_14,rep_15,rep_16,rep_17,rep_18,rep_19,rep_20,rep_21,rep_22,rep_23,rep_24,rep_25,rep_26,rep_27,rep_28,rep_29,rep_30,rep_31,rep_32,rep_33,rep_34,rep_35,rep_36,rep_37,rep_38,rep_39,rep_40,rep_41,rep_42,rep_43,rep_44,rep_45,rep_46,rep_47,rep_48,rep_49,rep_50,rep_51,rep_52,rep_53,rep_54,rep_55,rep_56,rep_57,rep_58,rep_59,rep_60,rep_61,rep_62,rep_63,rep_64,rep_65,rep_66,rep_67,rep_68,rep_69,rep_70,rep_71,rep_72,rep_73,rep_74,rep_75,rep_76,rep_77,rep_78,rep_79,rep_80,rep_81,rep_82,rep_83,rep_84,rep_85,rep_86,rep_87,rep_88,rep_89,rep_90,rep_91,rep_92,rep_93,rep_94,rep_95,rep_96,rep_97,rep_98,rep_99,rep_100
FRD11,0.267607991,0.116832105,0.254458614,0.144025306,0.137426998,0.226183695,0.090068491,0.227179959,0.186153967,0.078510437,0.220141812,0.084141717,0.096239279,0.314656382,0.177015924,0.251584885,0.206299782,0.083555143,0.278654572,0.212934633,0.111226539,0.162006909,0.214085688,0.240454063,0.154072178,0.12048636,0.052722397,0.414669345,0.501019234,0.104814096,0.116073748,0.098524324,0.225492036,0.055323999,0.150048727,0.241994763,0.090606503,0.062716498,0.258854281,0.203100775,0.205584794,0.578103602,0.480976283,0.138898674,0.22041415,0.178564943,0.095860513,0.281041356,0.367832336,0.080448504,0.201561103,0.194188778,0.164127789,0.271918775,0.242271951,0.222577642,0.066548644,0.223446179,0.173847114,0.223046597,0.225129817,0.385603545,0.162898977,0.467417657,0.167999457,0.111993412,0.089028471,0.168497965,0.168310921,0.271794422,0.156229782,0.213123649,0.348961706,0.256585233,0.266105011,0.220544082,0.134743942,0.179412286,0.230795966,0.070717771,0.244299588,0.181765425,0.098046194,0.328873652,0.140012465,0.189915796,0.170818818,0.02564057,0.11156397,0.108630389,0.20220464,0.196669924,0.148030207,0.288753905,0.089716902,0.083819976,0.083189521,0.133764835,0.295975604,0.363101467
FRD12,0.178457296,0.124406552,0.251663615,0.137615934,0.15209544,0.152348346,0.111695567,0.206046635,0.12119038,0.065796416,0.186996847,0.084614367,0.105922469,0.279264175,0.15488822,0.214367531,0.171043709,0.054492209,0.191664666,0.146337062,0.13094998,0.110920031,0.178432762,0.155497207,0.117027243,0.126592294,0.052544912,0.329639221,0.250272718,0.107770788,0.078962226,0.079204847,0.153687245,0.063336169,0.124959833,0.26887662,0.084668899,0.060553715,0.198092473,0.205437996,0.192097856,0.469592411,0.395409476,0.132885596,0.218433821,0.118013136,0.087831774,0.264360141,0.32479506,0.065187744,0.137925484,0.182129444,0.134086431,0.239816792,0.234931575,0.072835804,0.058348025,0.224367701,0.168563738,0.120395786,0.204977683,0.390714438,0.154167749,0.370564397,0.163610033,0.116150722,0.181939117,0.176862517,0.145208092,0.236679438,0.147447308,0.213415262,0.314680558,0.222335403,0.220643398,0.161145606,0.133023105,0.129424778,0.224818988,0.055707014,0.247357291,0.201634447,0.102325395,0.333018075,0.120476995,0.135527546,0.150921399,0.017364057,0.095335984,0.100690802,0.175256447,0.188144683,0.124582038,0.223086556,0.078769767,0.079152036,0.080513966,0.13128289,0.234363411,0.299136049
FRD13,0.14156398,0.125260637,0.190593051,0.153434896,0.153399015,0.101464467,0.160821616,0.111589295,0.114890242,0.056274054,0.221644095,0.06213574,0.085998113,0.213185497,0.167823031,0.155984139,0.193728776,0.053485707,0.211115963,0.108299671,0.086283641,0.132672458,0.198485156,0.146276251,0.125930852,0.114522727,0.062700651,0.168538974,0.526661933,0.134564381,0.092245257,0.161701567,0.177124136,0.05688735,0.09313605,0.324550464,0.078033314,0.041413898,0.177991784,0.142742538,0.196050065,0.476555526,0.340949212,0.140179424,0.193119876,0.071315301,0.052438319,0.129466761,0.200653773,0.073361381,0.176200969,0.134525138,0.123543329,0.247643387,0.133868074,0.047277265,0.054337688,0.128524371,0.162133303,0.12731189,0.204342068,0.279183824,0.221605036,0.215612689,0.132171745,0.103247532,0.043430882,0.170510169,0.189050396,0.249116123,0.130641556,0.195775961,0.328205595,0.148607005,0.194866094,0.220694505,0.138185444,0.066026883,0.228994956,0.058423963,0.180666389,0.13102718,0.107402536,0.321969725,0.118391001,0.155992937,0.085657218,0.033831893,0.112667824,0.108175055,0.162911887,0.207472484,0.185334881,0.185322785,0.088843699,0.075162521,0.047920938,0.105708717,0.15574413,0.25818245
FRD21,0.375821135,0.140262445,0.237217743,0.180043125,0.151260274,0.134096463,0.275341059,0.16055311,0.237045026,0.106679605,0.236514909,0.104962448,0.141805576,0.347644247,0.184283075,0.256067608,0.628646023,0.144480936,0.357795421,0.213524251,0.137756302,0.177106321,0.252868821,0.308609441,0.239907191,0.212463792,0.103767556,0.375027326,0.56370582,0.177205574,0.386081937,0.171076388,0.262429091,0.064794934,0.161841748,0.371204151,0.124447688,0.071916388,0.170753203,0.15402774,0.251952502,0.630779142,0.591310148,0.209440562,0.289198146,0.097810781,0.059547193,0.136922313,0.436642965,0.238247515,0.217683088,0.238238222,0.209069408,0.34222001,0.164176803,0.262730135,0.115081496,0.186478075,0.160975911,0.32902284,0.224857169,0.44053433,0.167952521,0.274844254,0.150316166,0.138948955,0.087539265,0.204366685,0.193688435,0.328411114,0.284513567,0.254421286,0.375122369,0.213784157,0.254024735,0.304049033,0.139682349,0.167713868,0.228866888,0.193991214,0.42358055,0.114723809,0.206470645,0.35919429,0.144937725,0.256909575,0.21124736,0.110026636,0.212346765,0.185969319,0.198816805,0.22096564,0.234010912,0.355742433,0.127070466,0.271741025,0.216224376,0.133793282,0.360050096,0.406198667
FRD22,0.392716016,0.145630365,0.306627457,0.239974142,0.160043191,0.230427778,0.192068927,0.267882101,0.29487356,0.096225987,0.247729795,0.167764582,0.117269445,0.328877547,0.213194032,0.287187994,0.263431504,0.138526209,0.343148186,0.293243686,0.162161396,0.170560794,0.267060369,0.299154216,0.154159553,0.160194445,0.096239967,0.47602056,0.558958346,0.153576028,0.131472881,0.205943588,0.306541519,0.068589954,0.29093298,0.375424074,0.110052714,0.077865511,0.353527983,0.234081034,0.256340356,0.639039364,0.531554284,0.174718322,0.279042889,0.163492364,0.123496922,0.276401427,0.504780306,0.112670023,0.229646718,0.271122342,0.296118314,0.316388713,0.27662303,0.30267612,0.088066952,0.246402063,0.250649018,0.280529916,0.248204327,0.515970782,0.265833706,0.421369497,0.17501274,0.139598084,0.105680818,0.204373002,0.223105542,0.338001495,0.172397736,0.247804587,0.371711635,0.263104656,0.313650817,0.275143913,0.145886269,0.229047143,0.229471465,0.125698624,0.275306368,0.223845403,0.128719798,0.439563181,0.137330845,0.236055176,0.189200423,0.054934955,0.16545943,0.169175036,0.207406781,0.220705312,0.211282747,0.315969396,0.148106567,0.105897909,0.157548315,0.143374488,0.340921319,0.37692152
FRE11,0.57203813,0.320686631,0.367688626,0.236929021,0.20046459,0.131418901,0.460902903,0.2543793,0.227881918,0.253073227,0.210619991,0.115574985,0.262605722,0.391602056,0.301739483,0.347127863,0.707932943,0.184464813,0.451058366,0.394281775,0.265050137,0.252522876,0.398198946,0.561807864,0.408905922,0.316974522,0.190368958,0.659122361,0.630901646,0.255862598,0.511305143,0.224282425,0.297621195,0.180940133,0.310761096,0.389423505,0.191372325,0.122065398,0.328934211,0.239679878,0.351473695,0.622962062,0.555612691,0.29901993,0.31804018,0.099646705,0.132549382,0.215176652,0.265971252,0.240093149,0.324633789,0.283299287,0.396283002,0.378186905,0.239048286,0.326852571,0.227088797,0.238835594,0.230623119,0.39090693,0.318228652,0.458887288,0.363853151,0.307285842,0.205555817,0.363590968,0.56196873,0.329384669,0.29399071,0.340347445,0.359531531,0.324504399,0.394737482,0.265227454,0.287643967,0.349155445,0.324475402,0.369503643,0.302571063,0.332105984,0.658644069,0.202456505,0.267343941,0.27097291,0.373481219,0.299687637,0.267772171,0.178402318,0.284709456,0.230565915,0.236198396,0.264470072,0.412305479,0.418978156,0.179991728,0.330377846,0.423509485,0.172583419,0.514920741,0.442291886
FRE12,0.391037998,0.231839733,0.341470947,0.235622688,0.152415075,0.152397203,0.359685128,0.266804225,0.362400352,0.202073918,0.24213168,0.118234132,0.186914422,0.309235383,0.262814761,0.318855531,0.66715712,0.177739514,0.419479265,0.284297806,0.1983605,0.236507907,0.306032317,0.530770037,0.351148203,0.252763876,0.123619271,0.551217795,0.55181909,0.220982204,0.402746796,0.255918573,0.302063811,0.132685935,0.220898575,0.300127682,0.143855594,0.078814803,0.342049113,0.248193733,0.290767882,0.57643649,0.501154007,0.236727459,0.339256174,0.141918061,0.15819017,0.16807164,0.324134065,0.28097746,0.246188129,0.293949593,0.375490322,0.369931275,0.316012154,0.321406317,0.138895853,0.232410998,0.202889617,0.340478555,0.24353102,0.466590799,0.294141298,0.325140995,0.203485819,0.35974864,0.42692675,0.236454027,0.248787105,0.340386629,0.312603394,0.295130781,0.404884741,0.252510622,0.277418545,0.386497544,0.289386189,0.473626486,0.26164023,0.190938208,0.639308426,0.181700455,0.181739361,0.329472378,0.304839061,0.250921739,0.299674888,0.073357242,0.257693464,0.20894202,0.232053669,0.243954163,0.41782815,0.383289533,0.152631415,0.308720585,0.402999908,0.165890554,0.500184178,0.400717303
FRE21,0.395291026,0.333555129,0.263758556,0.193687065,0.156772373,0.142558778,0.385837391,0.22393638,0.539064846,0.210432249,0.234551968,0.118175621,0.200652897,0.372234699,0.20895096,0.294340064,0.265337687,0.158656974,0.376896728,0.202209285,0.157311717,0.158690695,0.292509559,0.528764337,0.275974068,0.169734037,0.087115035,0.629286559,0.543224551,0.164038027,0.118594933,0.262539392,0.226412553,0.15380295,0.224469716,0.352249119,0.100295834,0.104550908,0.265996114,0.189366237,0.244104792,0.593275999,0.45928527,0.222173558,0.288321758,0.086925689,0.093012274,0.188735671,0.249162282,0.071433398,0.251019407,0.16017271,0.285132548,0.332871059,0.227317214,0.233704168,0.071474865,0.273685262,0.193662268,0.252279201,0.229973769,0.413149846,0.339068154,0.299678156,0.219812667,0.312923705,0.364535952,0.211190623,0.244959904,0.274576629,0.221748377,0.299582395,0.344731822,0.192397016,0.252197477,0.349979172,0.295838512,0.221949649,0.269272685,0.076903473,0.351937451,0.197550205,0.144160671,0.386293036,0.249496698,0.217234513,0.149834337,0.078686336,0.191501722,0.186032008,0.219701622,0.274067866,0.274813448,0.30456348,0.153773193,0.078057762,0.108338104,0.240718681,0.553001692,0.388996057
FRE22,0.521669103,0.315527979,0.434110133,0.33133468,0.225455736,0.160537036,0.645123489,0.306268645,0.684608719,0.274181743,0.281981025,0.244444486,0.18749714,0.419589025,0.399817065,0.46760366,0.766071816,0.292860938,0.565625362,0.403516333,0.290560756,0.406723883,0.358057558,0.652413996,0.447737647,0.293899615,0.229438411,0.734642955,0.622588254,0.296095038,0.525821222,0.51130747,0.292527485,0.438799553,0.529966476,0.394680776,0.214005255,0.228244995,0.323821654,0.229072912,0.405075837,0.644873479,0.630535754,0.39355595,0.378942454,0.246613198,0.418635774,0.171375563,0.580820205,0.338977401,0.2873693,0.35916193,0.439320893,0.443978471,0.338659894,0.423547506,0.195214612,0.303793109,0.215220506,0.444746489,0.283797744,0.512975987,0.350028073,0.402372614,0.307316635,0.521774914,0.498962625,0.322123035,0.280399067,0.352036733,0.399097098,0.359849949,0.478037085,0.273039635,0.325649816,0.427899715,0.44086765,0.506402451,0.347264311,0.34154833,0.701968832,0.244998276,0.349226141,0.393039573,0.40260437,0.289433863,0.370707882,0.367232206,0.348240404,0.34919225,0.230507798,0.270169563,0.409634417,0.438960466,0.281194552,0.486875862,0.486683445,0.329115268,0.664268574,0.512609267
FRE23,0.357407115,0.257488496,0.301651467,0.200967755,0.156994943,0.142584323,0.330647607,0.225718637,0.237739993,0.172337489,0.236185246,0.122713186,0.147269159,0.366719538,0.215496122,0.363795281,0.31865153,0.129151903,0.378284299,0.269664788,0.142653936,0.168839767,0.293133684,0.46918338,0.23380754,0.167449856,0.113092743,0.551076397,0.563767551,0.198724276,0.144094324,0.212049236,0.242576222,0.12438796,0.209908892,0.363886149,0.114139303,0.075406031,0.270169771,0.173729633,0.278468075,0.611352818,0.527306067,0.219189731,0.284199355,0.095637465,0.098939875,0.152307555,0.243966499,0.111472533,0.263535473,0.195888222,0.270825177,0.33963117,0.186686984,0.270693366,0.08992301,0.216766194,0.199041532,0.266586109,0.239492751,0.416810452,0.304018278,0.318471575,0.196194466,0.306178144,0.404496545,0.225747755,0.248389156,0.330865443,0.182471674,0.284565793,0.365151589,0.206348723,0.282696368,0.39509794,0.30306302,0.229960727,0.263340277,0.112949116,0.38223193,0.176286974,0.1278521,0.356038247,0.264014778,0.209604379,0.159586655,0.076179927,0.206482731,0.184397678,0.202882085,0.221035287,0.338185881,0.323078011,0.147401505,0.097511168,0.056108205,0.141220134,0.490245537,0.406379185
FRF11,0.528574477,0.588430082,0.323824998,0.42744408,0.568045094,0.594000073,0.329295461,0.282903517,0.63486664,0.711142758,0.600289501,0.145115981,0.66560473,0.401101316,0.366263733,0.328719455,0.58102104,0.694168274,0.533288682,0.691177248,0.43295937,0.179379606,0.403456182,0.609224342,0.64170815,0.397885543,0.418032005,0.695965861,0.803992939,0.725069204,0.876679575,0.461009863,0.376580492,0.325116448,0.586291674,0.44661009,0.306305734,0.192663188,0.436360897,0.160322556,0.465802338,0.442416325,0.599193281,0.404968095,0.407750288,0.09780261,0.184892424,0.261589959,0.571899068,0.678682432,0.487650245,0.42794147,0.544342213,0.51409936,0.284316742,0.425549278,0.352551256,0.261292682,0.234123001,0.3433221,0.447169295,0.395369278,0.499191027,0.341710107,0.239606105,0.807354491,0.493997397,0.402075263,0.379496501,0.334327737,0.57363565,0.469055962,0.521598796,0.216045523,0.186457615,0.327714045,0.423748877,0.264323983,0.561164697,0.52687534,0.451221483,0.339702701,0.301419559,0.617997288,0.3908424,0.465941601,0.341139346,0.17982837,0.522056957,0.531487638,0.448103254,0.234802286,0.730708725,0.35411777,0.669639839,0.426590387,0.469029114,0.524209491,0.214995676,0.212627697
FRF12,0.20664743,0.236289918,0.276577998,0.321567092,0.453810393,0.581909786,0.12474461,0.204710575,0.435235146,0.236651709,0.564406305,0.166530383,0.482986604,0.409912031,0.2590734,0.13910505,0.389281197,0.516384807,0.254777067,0.42868865,0.356690863,0.220657536,0.347460912,0.274312817,0.304617997,0.338645054,0.237262783,0.280657506,0.636371505,0.511269228,0.837743515,0.306797683,0.416480887,0.189745688,0.448087125,0.369789131,0.166037003,0.23805249,0.4353972,0.136476837,0.362669169,0.413896947,0.491690834,0.15689236,0.329101868,0.140292573,0.105147743,0.268497625,0.621781207,0.614006625,0.411318273,0.360343126,0.492138457,0.410777274,0.22208501,0.32497345,0.243502718,0.240711801,0.346102617,0.38807774,0.348140035,0.459394453,0.391589519,0.297539349,0.266055407,0.468929887,0.090507498,0.26951569,0.280459263,0.327160378,0.390100576,0.371832312,0.432937162,0.332071049,0.15743407,0.184241653,0.140644507,0.112326218,0.345255057,0.506297073,0.296988929,0.239017099,0.242142752,0.68685779,0.10713893,0.52330264,0.179303204,0.078384007,0.388482649,0.388830467,0.417849425,0.249306105,0.687730239,0.275558533,0.322120033,0.319969591,0.442109888,0.3578742,0.156124,0.179695532
FRF21,0.050795918,0.153284198,0.150666609,0.1494016,0.102376862,0.101725041,0.041176801,0.104622448,0.055030013,0.066198528,0.213661715,0.056623823,0.095982603,0.180917485,0.170676295,0.122631414,0.094829018,0.060898824,0.195592643,0.096907201,0.061558762,0.108472913,0.189258477,0.144473411,0.084063562,0.096117462,0.034593673,0.216355828,0.280575496,0.114848892,0.062320997,0.11072567,0.127277802,0.032101439,0.12074194,0.290001112,0.042002974,0.046504145,0.182717753,0.06810134,0.164798279,0.460698918,0.300274215,0.097597105,0.119426854,0.037020451,0.042996483,0.125835592,0.320469357,0.056739337,0.182706875,0.076893809,0.201660238,0.204677861,0.126931129,0.027429571,0.039567003,0.144327895,0.122070328,0.15963222,0.184250828,0.328791053,0.155446881,0.201508327,0.101762249,0.100940723,0.03471159,0.132541463,0.170756638,0.166335642,0.09980734,0.189672793,0.258688321,0.113410941,0.117766602,0.061766233,0.099156203,0.040355727,0.20135398,0.071644161,0.129067867,0.139805325,0.087361323,0.444365412,0.08027823,0.1686146,0.048534085,0.027290291,0.160166856,0.082080684,0.151201111,0.116822267,0.188344055,0.111163433,0.052987431,0.058699486,0.052403706,0.096582306,0.103231452,0.131873581
FRF22,0.185012539,0.355540749,0.304142727,0.251175669,0.211301926,0.189455249,0.218176405,0.283582683,0.56861359,0.187523099,0.24569592,0.148733675,0.362561098,0.378425385,0.216329452,0.287844521,0.274401305,0.16133108,0.298126781,0.221768827,0.143719707,0.195968718,0.300872985,0.335639267,0.225007749,0.135909896,0.076152518,0.51546531,0.473004935,0.17408854,0.11089451,0.213916184,0.21543618,0.223976166,0.307214356,0.319309549,0.107034629,0.174982822,0.350895611,0.282394878,0.19954688,0.455366342,0.473747552,0.172091786,0.301651603,0.191032421,0.083206364,0.318637862,0.242011246,0.081893198,0.162210288,0.174805202,0.243694323,0.326576172,0.40695699,0.221268029,0.067761174,0.406324923,0.218206896,0.114739513,0.301549834,0.390367053,0.336717678,0.39089206,0.25068878,0.470141697,0.196131246,0.176853295,0.265469462,0.333091469,0.326365255,0.290349613,0.35499564,0.285397778,0.263296867,0.464727577,0.347608368,0.294518685,0.276154323,0.073013416,0.269519739,0.351912841,0.202247252,0.379675087,0.277040356,0.161041661,0.159737431,0.057994236,0.227277959,0.1184885,0.188390434,0.379897924,0.330720539,0.339085056,0.108427256,0.061372536,0.103970089,0.244304382,0.501402085,0.331680735
FRF23,0.175133993,0.391635869,0.26608473,0.199507185,0.207364529,0.130963959,0.292024089,0.271195315,0.562650916,0.196812673,0.217538881,0.13091451,0.29252897,0.380415988,0.177166369,0.27857122,0.252574914,0.134212856,0.342741873,0.187558004,0.161232792,0.147694482,0.311836781,0.35134401,0.272253975,0.138493821,0.06663166,0.579189624,0.475598257,0.167750945,0.101231808,0.210193982,0.1816439,0.222085459,0.250123135,0.338200718,0.110290753,0.112712858,0.310362882,0.18085349,0.204472769,0.500449687,0.418932248,0.169308727,0.202044599,0.140364356,0.128482428,0.18583916,0.233733956,0.071179919,0.207175002,0.161664998,0.288319713,0.269729979,0.26546776,0.325616459,0.06369246,0.318938855,0.200013655,0.183773013,0.283129969,0.374060956,0.333424396,0.301497678,0.249594927,0.440083305,0.228477215,0.182208807,0.236975527,0.377264069,0.20021753,0.301582723,0.336236277,0.293912784,0.224528196,0.404905255,0.337156641,0.172456323,0.286241953,0.0862551,0.25212216,0.230524395,0.197688411,0.367644456,0.245126083,0.188102534,0.134365685,0.053491942,0.228502945,0.13858767,0.205596586,0.267645358,0.291421268,0.358126615,0.10638951,0.072317819,0.102450828,0.209541337,0.488738041,0.374713338
FRF24,0.093896773,0.147244354,0.178739101,0.220383927,0.166254521,0.091046329,0.042139675,0.137500359,0.168202353,0.121472051,0.272665288,0.070312887,0.139024669,0.194572081,0.179830135,0.135822645,0.101108187,0.080692529,0.193415578,0.151496807,0.0570597,0.138544426,0.23812115,0.140035243,0.072005278,0.110234302,0.089315848,0.137360571,0.163667479,0.133046522,0.093805129,0.203910808,0.131778613,0.03518232,0.138595919,0.315247824,0.048844961,0.065495836,0.192852965,0.083258739,0.170868827,0.348105204,0.235046575,0.092688215,0.147591994,0.066406772,0.038440222,0.131625259,0.336831728,0.066909238,0.118514181,0.127516198,0.216748514,0.235079147,0.148969846,0.067180577,0.041882053,0.181546733,0.098697558,0.094948864,0.247463257,0.310438477,0.150564339,0.208460929,0.152014622,0.177165421,0.022484958,0.138928525,0.164746217,0.197943402,0.160727928,0.21549073,0.321301471,0.159375564,0.116186362,0.097027141,0.130215981,0.035056218,0.208139289,0.066286096,0.128125383,0.171635547,0.102757785,0.223516275,0.113168212,0.145505485,0.066394675,0.068442764,0.154904485,0.071663511,0.138084374,0.135076409,0.262614388,0.110733698,0.084648115,0.050781503,0.058652179,0.155175411,0.101819098,0.137106989
